author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168932,Archival Material,,,2021,,"Ally/Bystander Committee (ABC), 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168975,Archival Material,,,2021,,"Post Event Summaries, 2008-2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168659,Archival Material,,,2021,,Supporting documents,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169107,Archival Material,,,2021,,"Sigma Lambda Gamma Sorority, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169081,Archival Material,,,2021,,"Latino Students Organization, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168768,Archival Material,,,2021,,"Human Resources, LSA","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168867,Archival Material,,,2021,,American Culture,"College of Literature, Science and the Arts records and publications",
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168193,Archival Material,,,2021,,"Romeo High School, 1885","Palmer Family (Pontiac, Mich.) papers",
"Wang, Jieqiong",https://hdl.handle.net/2027.42/168112,Thesis,Humanities,,2021,en_US,"Reimagining Shenzhen Urbanism: Villages-in-the-City, Architecture Biennales, and Modern City-Building",Dissertations and Theses (Ph.D. and Master's),
"Orlet, John",https://hdl.handle.net/2027.42/167935,Thesis,Science,,2021,en_US,New Interfaces to Silicon Photonic Microring Resonator Arrays for Chemical Separations,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Henry Russel Lectureship Committee.,https://hdl.handle.net/2027.42/167177,Archival Material,,,2021,,"William Fulton, March 8, 2005",Henry Russel Lectureship Committee (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169142,Archival Material,,,2021,,"Bingo, 2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169187,Archival Material,,,2021,,"""All Students Belong in School"" Document, 2003",Student Advocacy Center of Michigan records,
University of Michigan. Program in Conflict Management Alternatives.,https://hdl.handle.net/2027.42/167267,Archival Material,,,2021,,Disk 3 of 4,Program in Conflict Management Alternatives (University of Michigan) records,
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168646,Archival Material,,,2021,,Supporting documents,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168596,Archival Material,,,2021,,Clinical track casebook,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168955,Archival Material,,,2021,,"Just Connect, circa 2008-2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Kausch, Jack.",https://hdl.handle.net/2027.42/167575,Archival Material,,,2021,,"Disc 10 of 13, May 2002",Jack Kausch collection,
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167322,Archival Material,,,2021,,Disc 2 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167333,Archival Material,,,2021,,Disc 3 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168191,Archival Material,,,2021,,"Obituary, 1887","Palmer Family (Pontiac, Mich.) papers",
"Krupcale, Matthew",https://hdl.handle.net/2027.42/168032,Thesis,Engineering,,2021,en_US,Modeling Dispersion of Radionuclides in the Turbulent Atmosphere,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168814,Archival Material,,,2021,,Latin American and Caribbean Studies Program,"College of Literature, Science and the Arts records and publications",
"Kausch, Jack.",https://hdl.handle.net/2027.42/167579,Archival Material,,,2021,,"Disc 6 of 13, June 21, 2002",Jack Kausch collection,
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167166,Archival Material,,,2021,,Disk 3 of 4,Dance Gallery Foundation records,
"Wine, Sherwin T.",https://hdl.handle.net/2027.42/167677,Archival Material,,,2021,,Digital Materials,Sherwin T. Wine papers,
Huron River Watershed Council.,https://hdl.handle.net/2027.42/167667,Archival Material,,,2021,,"Huron River Watershed Council Board of Executive Committee Meeting Minutes, January 2002 - March 2006",Huron River Watershed Council Records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168895,Archival Material,,,2021,,Budget,"College of Literature, Science and the Arts records and publications",
"Cumbey, Constance E.",https://hdl.handle.net/2027.42/167279,Archival Material,,,2021,,"January 11, 2004",Constance E. Cumbey Papers,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168694,Archival Material,,,2021,,"Review Files, 1996-1997","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168988,Archival Material,,,2021,,"Facilitator Training, 2008-2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168986,Archival Material,,,2021,,"Exercises Articles, 2008-2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169037,Archival Material,,,2021,,"Delta Tau Lambda Sorority, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169119,Archival Material,,,2021,,"Winter Traditions Festival (Engineering Global Leadership EGL, Society of Hispanic Professionals Engineers SHPE, Muslim Engineering Students' Association MESA), 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168741,Archival Material,,,2021,,Physics,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168879,Archival Material,,,2021,,English,"College of Literature, Science and the Arts records and publications",
"McCloud, Eric R.",https://hdl.handle.net/2027.42/167727,Thesis,,,2021,en_US,Postsecondary Re-Entry Programs: Examining Outcomes of Nontraditional Learners of Color,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168924,Archival Material,,,2021,,"Research on Learning and Teaching, Center for (CRLT)","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168842,Archival Material,,,2021,,"Diversity, Equity, and Inclusion","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168701,Archival Material,,,2021,,"College Writing Review, 1995-1996","College of Literature, Science and the Arts records and publications",
"Frank, Richard C.",https://hdl.handle.net/2027.42/167409,Archival Material,,,2021,,Disc 5 of 5,Richard C. Frank papers,
"Usevitch, James",https://hdl.handle.net/2027.42/168102,Thesis,Engineering,,2021,en_US,Advancements in Adversarially-Resilient Consensus and Safety-Critical Control for Multi-Agent Networks,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169010,Archival Material,,,2021,,"Trotter Center Staff Pictures, 2009-2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169065,Archival Material,,,2021,,"Cuba Week, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167586,Archival Material,,,2021,,Transcript,Russell M. Magnaghi collection,
"Kim, Daeho",https://hdl.handle.net/2027.42/167981,Thesis,Engineering,,2021,en_US,Toward Co-Robotic Construction: Visual Site Monitoring & Hazard Detection to Ensure Worker Safety,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168592,Archival Material,,,2021,,Supporting documents,University Human Resources (University of Michigan) records and publications,
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169200,Archival Material,,,2021,,"Inter-Faith Council of Congregations Grant Application, 1998",Student Advocacy Center of Michigan records,
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167589,Archival Material,,,2021,,Transcript,Russell M. Magnaghi collection,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168803,Archival Material,,,2021,,Earth and Environmental Sciences,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168698,Archival Material,,,2021,,"Award Certificates, 1996","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169070,Archival Material,,,2021,,"Generation Asian Pacific-Islander American (GenAPA), 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168711,Archival Material,,,2021,,"Gateway Seminar Committee, circa 1992-1994","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168838,Archival Material,,,2021,,Chairs and Directors Meetings,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168650,Archival Material,,,2021,,Casebook,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169076,Archival Material,,,2021,,"Iota Phi Theta, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Spiegel, Isaac",https://hdl.handle.net/2027.42/167929,Thesis,Engineering,,2021,en_US,"Hybrid Systems, Iterative Learning Control, and Non-minimum Phase",Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168827,Archival Material,,,2021,,Slavic Languages,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168806,Archival Material,,,2021,,English,"College of Literature, Science and the Arts records and publications",
Huron River Watershed Council.,https://hdl.handle.net/2027.42/167665,Archival Material,,,2021,,Digital Materials,Huron River Watershed Council Records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168716,Archival Material,,,2021,,"Language Across the Curriculum (LAC ) Add-On Credit Course for German 449, 1994","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168983,Archival Material,,,2021,,"Yuri Kochiyama Leadership Program, circa 2009-2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168589,Archival Material,,,2021,,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169046,Archival Material,,,2021,,"Pedagogy of Action Ambassadors, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169109,Archival Material,,,2021,,"Spark Educational Success, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169190,Archival Material,,,2021,,"Disc 2 of 3, 2000-2001",Student Advocacy Center of Michigan records,
"Wang, Qi",https://hdl.handle.net/2027.42/168040,Thesis,Science,,2021,en_US,Stochastic Modeling of the Formation of Aromatics in Combustion,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168875,Archival Material,,,2021,,Communication Studies,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168621,Archival Material,,,2021,,Clinical track casebooks,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169148,Archival Material,,,2021,,"Native American Student Organization, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168903,Archival Material,,,2021,,Elections,"College of Literature, Science and the Arts records and publications",
"University of Michigan. School of Music, Theatre & Dance.",https://hdl.handle.net/2027.42/167631,Archival Material,,,2021,,"Tsar Bell Project, circa 2017","School of Music, Theatre and Dance (University of Michigan) Records and Publications",
"Algargoosh, Alaa",https://hdl.handle.net/2027.42/167987,Thesis,Science,,2021,en_US,Aural Architecture as Affect: Understanding the Impact of Acoustic Environments on Human Experience,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168942,Archival Material,,,2021,,"Heritage Month, 2009-2013",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168613,Archival Material,,,2021,,Supporting documents,University Human Resources (University of Michigan) records and publications,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168673,Archival Material,,,2021,,Winter 2017: Making Michigan,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168978,Archival Material,,,2021,,"Resources, circa 2009-2013",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167326,Archival Material,,,2021,,Disc 3 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,
"Reamaroon, Narathip",https://hdl.handle.net/2027.42/167930,Thesis,Health Sciences,,2021,en_US,Label Uncertainty and Learning Using Partially Available Privileged Information for Clinical Decision Support: Applications in Detection of Acute Respiratory Distress Syndrome,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169113,Archival Material,,,2021,,"Taiwanese American Student Association, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Yang, Daniel",https://hdl.handle.net/2027.42/168080,Thesis,Social Sciences,,2021,en_US,Uncovering Institutional and Organizational Factors Influencing Corporate Philanthropy in Professional Sport: Why Some Teams Give More than Others,Dissertations and Theses (Ph.D. and Master's),
"Ramesar, Naomi",https://hdl.handle.net/2027.42/167968,Thesis,Engineering,,2021,en_US,Engineered Supraparticles and Their Photocatalytic Applications,Dissertations and Theses (Ph.D. and Master's),
"Shakespeare et al., Callum",https://hdl.handle.net/2027.42/167624,Article,Science,Ann Arbor,2021,en_US,The Impact of Abyssal Hill Roughness on the Benthic Tide,"Earth and Environmental Sciences, Department of",Peer Reviewed
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169039,Archival Material,,,2021,,"Fighting Obstacles Knowing Ultimate Success (FOKUS), circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168977,Archival Material,,,2021,,"Realizing the Dream: The New Faces of America Abroad, 2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168754,Archival Material,,,2021,,Dean's Cabinet (LSA),"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169003,Archival Material,,,2021,,"Angela Davis, 2013",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168899,Archival Material,,,2021,,Dean's Office (LSA),"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168612,Archival Material,,,2021,,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169145,Archival Material,,,2021,,"Project Fairs, 2010-2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168998,Archival Material,,,2021,,"Directories, circa 2008-2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Cleage, Albert B.",https://hdl.handle.net/2027.42/167555,Archival Material,,,2021,,"Tribute to Malcolm X, February 26, 1967",Albert B. Cleage Jr. papers,
"Lee, Shawna",https://hdl.handle.net/2027.42/167301,Article,Social Sciences,Ann Arbor,2021,en_US,Longitudinal analysis of short-term changes in relationship conflict during COVID-19: A risk and resilience perspective,"Social Work, School of (SSW)",Peer Reviewed
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168753,Archival Material,,,2021,,Dean's Advisory Council,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168798,Archival Material,,,2021,,Chemistry,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169110,Archival Material,,,2021,,"Students of Color of Rackham (SCOR), 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167306,Archival Material,,,2021,,Disc 1 of 3,Center for the History of Medicine (University of Michigan) Oral History Interviews,
"Nasser, Jalal",https://hdl.handle.net/2027.42/167943,Thesis,Engineering,,2021,en_US,Nanostructured Interphases for Improved Interfacial Adhesion in Structural and Ballistic Composites,Dissertations and Theses (Ph.D. and Master's),
"Alrashed, Fahad",https://hdl.handle.net/2027.42/168038,Thesis,Humanities,,2021,en_US,"Investigation of the Distributions, Derivation, and Generalizations in Arabic Plural System",Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169133,Archival Material,,,2021,,"Medical Students of Middle-Eastern Descent, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Kauper, Paul G.",https://hdl.handle.net/2027.42/167418,Archival Material,,,2021,,Lecture 9: Religion and the Schools: Public Assistance to the Parochial Schools,Paul G. Kauper papers,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169047,Archival Material,,,2021,,"Phi Beta Sigma Frat. Inc, circa 2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
Student Advocacy Center of Michigan.,https://hdl.handle.net/2027.42/169202,Archival Material,,,2021,,"Steering Committee Meeting Minutes, June 9, 1998",Student Advocacy Center of Michigan records,
"Kausch, Jack.",https://hdl.handle.net/2027.42/167578,Archival Material,,,2021,,"Disc 5 of 13, June 21, 2002",Jack Kausch collection,
"Kauper, Paul G.",https://hdl.handle.net/2027.42/167415,Archival Material,,,2021,,Lecture 6: Impact of Religion on Public Life,Paul G. Kauper papers,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168783,Archival Material,,,2021,,"Student Academic Affairs, Office of","College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168856,Archival Material,,,2021,,Ombudsman,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169024,Archival Material,,,2021,,"Rubrics Achieve, circa 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168972,Archival Material,,,2021,,"Outreach, 2009",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Ransom, Kimberly",https://hdl.handle.net/2027.42/167976,Thesis,Social Sciences,,2021,en_US,There Are Children Here: Examining Black Childhood in Rosenwald Schools of Pickens County Alabama (1940-1969),Dissertations and Theses (Ph.D. and Master's),
"Srivastava, Siddhartha",https://hdl.handle.net/2027.42/168116,Thesis,Engineering,,2021,en_US,Graph Theoretic Algorithms Adaptable to Quantum Computing,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168966,Archival Material,,,2021,,"MESA Trotter Affiliate Program (MAP), circa 2011-2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168904,Archival Material,,,2021,,Executive Committee,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168905,Archival Material,,,2021,,Facilities (Space),"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169007,Archival Material,,,2021,,"Miscellaneous, circa 2009-2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169071,Archival Material,,,2021,,"HEADS, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168923,Archival Material,,,2021,,"Research, Office of","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169090,Archival Material,,,2021,,"National Society of Black Engineers, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"Cleage, Albert B.",https://hdl.handle.net/2027.42/167560,Archival Material,,,2021,,"The Global Reality, 2nd in Series, June 23, 1991",Albert B. Cleage Jr. papers,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168819,Archival Material,,,2021,,Near Eastern Studies,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169058,Archival Material,,,2021,,"Alliance for Justice, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169059,Archival Material,,,2021,,"Alpha Kappa Alpha, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
University of Michigan. Center for the History of Medicine.,https://hdl.handle.net/2027.42/167334,Archival Material,,,2021,,"Turcotte, Jeremiah G., January 31, 2006",Center for the History of Medicine (University of Michigan) Oral History Interviews,
"Kausch, Jack.",https://hdl.handle.net/2027.42/167577,Archival Material,,,2021,,"Disc 12 of 13, May 2002",Jack Kausch collection,
"Stahl, Alexander",https://hdl.handle.net/2027.42/167207,Thesis,,,2021,en_US,Learning Is a Kahoot! A Look at Engagement and its Effect on Assessment During the COVID-19 Pandemic,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168919,Archival Material,,,2021,,Opportunity Hub,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168712,Archival Material,,,2021,,1994,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168610,Archival Material,,,2021,,Instructional track casebook,University Human Resources (University of Michigan) records and publications,
"Stadler, Shelby",https://hdl.handle.net/2027.42/168574,Thesis,,,2021,en_US,"Drivers of female and male body size in the Aegean wall lizard, Podarcis erhardii",Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168687,Archival Material,,,2021,,"Mathematics Review, Miscellaneous Committee and Task Force files, and related material, circa 1992-1994","College of Literature, Science and the Arts records and publications",
"Interfaith Council for Peace and Justice (Ann Arbor, Mich.)",https://hdl.handle.net/2027.42/167657,Archival Material,,,2021,,"Globalization, 2005","Interfaith Council for Peace and Justice (Ann Arbor, Mich.) records",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168857,Archival Material,,,2021,,Opportunity Hub,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168777,Archival Material,,,2021,,Provost,"College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168665,Archival Material,,,2021,,2014-2015,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168992,Archival Material,,,2021,,"Retreat Memo Correspondence, 2008-2010",Office of Multi-Ethnic Student Affairs (University of Michigan) records,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168684,Archival Material,,,2021,,"Language Resource Center, 1994","College of Literature, Science and the Arts records and publications",
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168614,Archival Material,,,2021,,Instructional track casebooks,University Human Resources (University of Michigan) records and publications,
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168629,Archival Material,,,2021,,Clinical track casebooks,University Human Resources (University of Michigan) records and publications,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168742,Archival Material,,,2021,,Political Science,"College of Literature, Science and the Arts records and publications",
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168848,Archival Material,,,2021,,Faculty Meetings,"College of Literature, Science and the Arts records and publications",
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167162,Archival Material,,,2021,,"Disk 8 of 9, 2005",Dance Gallery Foundation records,
"Kausch, Jack.",https://hdl.handle.net/2027.42/167572,Archival Material,,,2021,,"Disc 8 of 13, 2000-2002",Jack Kausch collection,
"Kausch, Jack.",https://hdl.handle.net/2027.42/167567,Archival Material,,,2021,,"Disc 1 of 13, July 2000",Jack Kausch collection,
"Butterfield, Zachary",https://hdl.handle.net/2027.42/168011,Thesis,Science,,2021,en_US,A Multi-Scale Assessment of Solar-Induced Chlorophyll Fluorescence and Its Relation to Northern Hemisphere Forest Productivity,Dissertations and Theses (Ph.D. and Master's),
University of Michigan. Office of Academic Human Resources.,https://hdl.handle.net/2027.42/168624,Archival Material,,,2021,,Supporting documents,University Human Resources (University of Michigan) records and publications,
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168906,Archival Material,,,2021,,Faculty,"College of Literature, Science and the Arts records and publications",
"Moon, John",https://hdl.handle.net/2027.42/167995,Thesis,Engineering,,2021,en_US,Temporal Data Analysis Using Reservoir Computing and Dynamic Memristors,Dissertations and Theses (Ph.D. and Master's),
"Lundahl, Christine",https://hdl.handle.net/2027.42/167923,Thesis,Arts,,2021,en_US,Wind Music Through the Ages: A Summary of Dissertation Recitals,Dissertations and Theses (Ph.D. and Master's),
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168866,Archival Material,,,2021,,Afroamerican and African Studies (DAAS),"College of Literature, Science and the Arts records and publications",
"Kauper, Paul G.",https://hdl.handle.net/2027.42/167410,Archival Material,,,2021,,Lecture 1: Introduction to Church-State Relations,Paul G. Kauper papers,
"Kausch, Jack.",https://hdl.handle.net/2027.42/167568,Archival Material,,,2021,,"Disc 2 of 13, 2000",Jack Kausch collection,
