author,url_identifier,type,subject,campus,date_issued,language,title,department,peerreviewed
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168825,Archival Material,Other,Other,2021-01-01,Other,Romance Languages,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168747,Archival Material,Other,Other,2021-01-01,Other,Academic Affairs,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167161,Archival Material,Other,Other,2021-01-01,Other,"Disk 7 of 9, 2004",Dance Gallery Foundation records,No
"Choi, Wonjin",https://hdl.handle.net/2027.42/168046,Thesis,Engineering,Other,2021-01-01,en_US,Reconfigurable Kirigami Optics and Chiral Phonons,Dissertations and Theses (Ph.D. and Master's),No
"Curran-Howes, Ayana",https://hdl.handle.net/2027.42/168568,Thesis,Other,Other,2021-01-01,en_US,Securitized scarcity or insecure abundance? A case study on the strengths and weaknesses of agroecology in southeast Michigan,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168728,Archival Material,Other,Other,2021-01-01,Other,"Search Committee for the Assistant Dean for Student Academic Affairs, 1995","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168874,Archival Material,Other,Other,2021-01-01,Other,"Classical Art and Archaeology, Interdepartmental Program in","College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169114,Archival Material,Other,Other,2021-01-01,Other,"The Detroit Partnership, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169060,Archival Material,Other,Other,2021-01-01,Other,"Alpha Phi Alpha, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Ammous, Farah",https://hdl.handle.net/2027.42/167983,Thesis,Health Sciences,Other,2021-01-01,en_US,"Effects of DNA Methylation on Cardiovascular Disease, Target Organ Damage, and their Risk Factors in African Americans",Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168714,Archival Material,Other,Other,2021-01-01,Other,"Hughes Grant, 1994","College of Literature, Science and the Arts records and publications",No
"Kausch, Jack.",https://hdl.handle.net/2027.42/167573,Archival Material,Other,Other,2021-01-01,Other,"Disc 8 of 13, 2000-2002",Jack Kausch collection,No
"Barani Lonbani, Navid",https://hdl.handle.net/2027.42/168002,Thesis,Engineering,Other,2021-01-01,en_US,"Small Electrical, Mechanical, and Biomechanical Systems of Electromagnetic Radiation",Dissertations and Theses (Ph.D. and Master's),No
"Nabney, Elizabeth",https://hdl.handle.net/2027.42/168137,Thesis,Humanities,Other,2021-01-01,en_US,Labour and Family Separation in Roman Egypt,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168937,Archival Material,Other,Other,2021-01-01,Other,"Manual, 2008",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169141,Archival Material,Other,Other,2021-01-01,Other,"United Asian American Organization, 2012",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Kauper, Paul G.",https://hdl.handle.net/2027.42/167419,Archival Material,Other,Other,2021-01-01,Other,Lecture 10: Fiscal Assistance to Churches or Church-Related Institutions,Paul G. Kauper papers,No
"Burkhart, Ben.",https://hdl.handle.net/2027.42/167147,Archival Material,Other,Other,2021-01-01,Other,Ben Burkhart Interview,Ben Burkhart papers,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168706,Archival Material,Other,Other,2021-01-01,Other,"Edie Goldenberg Memoranda, 1994","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168770,Archival Material,Other,Other,2021-01-01,Other,"Information Technology, University","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168769,Archival Material,Other,Other,2021-01-01,Other,"Information Technology, LSA","College of Literature, Science and the Arts records and publications",No
"Hegseth, Whitney",https://hdl.handle.net/2027.42/167937,Thesis,Social Sciences,Other,2021-01-01,en_US,Respect by Design: How Different Educational Systems Interact with Mutual Respect in Classrooms,Dissertations and Theses (Ph.D. and Master's),No
"Wang, Yuanying",https://hdl.handle.net/2027.42/168030,Thesis,Engineering,Other,2021-01-01,en_US,Computationally-Efficient Thermal Modeling Techniques for Electric Machines,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169006,Archival Material,Other,Other,2021-01-01,Other,"MESA Trotter Center 40th Anniversary, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Detroit Observatory.,https://hdl.handle.net/2027.42/167158,Archival Material,Other,Other,2021-01-01,Other,"Disk 4 of 9, 2001",Dance Gallery Foundation records,No
"Magnaghi, Russell M.",https://hdl.handle.net/2027.42/167593,Archival Material,Other,Other,2021-01-01,Other,Transcript,Russell M. Magnaghi collection,No
"Jondahl, Lynn",https://hdl.handle.net/2027.42/167189,Archival Material,Other,Other,2021-01-01,Other,"Fundraising, circa 1997-2001",Lynn Jondahl papers,No
"MacLennan, Jamie",https://hdl.handle.net/2027.42/168124,Thesis,Science,Other,2021-01-01,en_US,Rydberg Molecules and Excitation of Lattice-Mixed Rydberg States in a Deep Ponderomotive Optical Lattice,Dissertations and Theses (Ph.D. and Master's),No
"Xu, Wenhao",https://hdl.handle.net/2027.42/168105,Thesis,Science,Other,2021-01-01,en_US,Observation of W W W Production in Proton-Proton Collisions at  s = 13 TeV with the ATLAS Detector,Dissertations and Theses (Ph.D. and Master's),No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168859,Archival Material,Other,Other,2021-01-01,Other,Research (LSA),"College of Literature, Science and the Arts records and publications",No
"Bowen, Corin",https://hdl.handle.net/2027.42/167959,Thesis,Engineering,Other,2021-01-01,en_US,Thermomechanical Experiments and Modeling of Shape Memory Alloy Tension Springs; Critical and Liberative Analyses of Engineering Educational Systems,Dissertations and Theses (Ph.D. and Master's),No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/169079,Archival Material,Other,Other,2021-01-01,Other,"Lambda Theta Phi, 2011",Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
"Palmer family (Pontiac, Mich.)",https://hdl.handle.net/2027.42/168190,Archival Material,Other,Other,2021-01-01,Other,"Fredonia Academy and Wedding Announcement, 1839","Palmer Family (Pontiac, Mich.) papers",No
Michigan Environmental Council.,https://hdl.handle.net/2027.42/167391,Archival Material,Other,Other,2021-01-01,Other,"Endowment Fund Documents, 2002",Michigan Environmental Council Records,No
"Barney, Jane Lockwood.",https://hdl.handle.net/2027.42/167193,Archival Material,Other,Other,2021-01-01,Other,"Obituaries and Letter of Sympathy, 2018",Jane Lockwood Barney papers,No
"Jondahl, Lynn",https://hdl.handle.net/2027.42/167188,Archival Material,Other,Other,2021-01-01,Other,"Op-Eds and Writings, circa 1994-2002 and undated",Lynn Jondahl papers,No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168675,Archival Material,Other,Other,2021-01-01,Other,"Classical Studies External Review, 1995-1996","College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168755,Archival Material,Other,Other,2021-01-01,Other,Dean's Office (LSA),"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168752,Archival Material,Other,Other,2021-01-01,Other,Curriculum,"College of Literature, Science and the Arts records and publications",No
"University of Michigan. College of Literature, Science, and the Arts.",https://hdl.handle.net/2027.42/168920,Archival Material,Other,Other,2021-01-01,Other,Promotions,"College of Literature, Science and the Arts records and publications",No
University of Michigan. Office of Multi-Ethnic Student Affairs.,https://hdl.handle.net/2027.42/168949,Archival Material,Other,Other,2021-01-01,Other,Change It Up,Office of Multi-Ethnic Student Affairs (University of Michigan) records,No
University of Michigan. Michigan Medicine. Volunteer Services.,https://hdl.handle.net/2027.42/167274,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 3,Michigan Medicine (University of Michigan) publications,No
"Kaaykati, Brandi",https://hdl.handle.net/2027.42/169164,Thesis,Other,Other,2021-01-01,en_US,Impact of Microenvironmental Stress on miRNA Expression and Invasive Properties in Cultured Breast Cancer Cells,Dissertations and Theses (Ph.D. and Master's),No
"Grogan-Kaylor, Andrew",https://hdl.handle.net/2027.42/165323,Article,Social Sciences,Ann Arbor,2021-01-01,en_US,Global perspectives on physical and nonphysical discipline: A Bayesian multilevel analysis,"Social Work, School of (SSW)",Yes
Alpha Kappa Alpha. Beta Eta Chapter (University of Michigan),https://hdl.handle.net/2027.42/165325,Archival Material,Other,Other,2021-01-01,Other,"Former members, 2018-2019 and undated","Alpha Kappa Alpha, Beta Eta Chapter (University of Michigan) records",No
National Association for the Advancement of Colored People. University of Michigan College Chapter.,https://hdl.handle.net/2027.42/165318,Archival Material,Other,Other,2021-01-01,Other,"Photographs and Audiovisual Materials, circa 2017-2019",National Association for the Advancement of Colored People University of Michigan College Chapter records,No
"Lee, Shawna",https://hdl.handle.net/2027.42/165330,Article,Social Sciences,Ann Arbor,2021-01-01,en_US,Parental Social Isolation and Child Maltreatment Risk during the COVID-19 Pandemic,"Social Work, School of (SSW)",Yes
Alpha Kappa Alpha. Beta Eta Chapter (University of Michigan),https://hdl.handle.net/2027.42/165326,Archival Material,Other,Other,2021-01-01,Other,"Fantasy in Pink photographs, 2016-2018","Alpha Kappa Alpha, Beta Eta Chapter (University of Michigan) records",No
"University of Michigan. Office of Diversity, Equity &amp; Inclusion.",https://hdl.handle.net/2027.42/165340,Archival Material,Other,Other,2021-01-01,Other,"DEI strategic plan progress reports, 2018-2019","Office of Diversity, Equity & Inclusion (University of Michigan) records",No
Black Student Union (University of Michigan),https://hdl.handle.net/2027.42/165314,Archival Material,Other,Other,2021-01-01,Other,2017,Black Student Union (University of Michigan) records,No
Dance Gallery Foundation.,https://hdl.handle.net/2027.42/170384,Archival Material,Other,Other,2021-01-01,Other,"Dance Gallery Foundation Website Capture, December 16, 2008",Dance Gallery Foundation records,No
Dance Gallery Foundation.,https://hdl.handle.net/2027.42/170379,Archival Material,Other,Other,2021-01-01,Other,"Newsletter Photographs, July 2006",Dance Gallery Foundation records,No
Dance Gallery Foundation.,https://hdl.handle.net/2027.42/170395,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 2,Dance Gallery Foundation records,No
Dance Gallery Foundation.,https://hdl.handle.net/2027.42/170397,Archival Material,Other,Other,2021-01-01,Other,Disc 1 of 3,Dance Gallery Foundation records,No
